Region,Dia,S,I,R
0,55,21.71,4966.64,194893.27
0,56,21.30,4630.75,195505.65
0,57,20.88,4070.53,195814.33
0,58,20.55,3637.67,196313.90
0,59,20.26,3204.71,196705.09
0,60,20.01,2929.12,197094.49
0,61,19.77,2530.44,197344.36
0,62,19.58,2142.07,197701.63
0,63,19.42,1890.76,198051.23
0,64,19.28,1707.02,198278.56
0,65,19.15,1570.54,198444.44
0,66,19.02,1471.08,198567.61
0,67,18.91,1347.11,198657.40
0,68,18.80,1189.29,198768.84
0,69,18.71,1089.64,198910.71
0,70,18.63,998.34,199000.70
0,71,18.56,894.17,199082.94
0,72,18.49,803.71,199176.68
0,73,18.43,722.44,199258.16
0,74,18.38,650.25,199331.37
0,75,18.33,595.24,199396.40
0,76,18.28,503.59,199445.98
0,77,18.25,462.01,199528.41
0,78,18.22,431.48,199565.96
0,79,18.18,395.14,199593.48
0,80,18.15,361.45,199626.21
0,81,18.13,324.87,199656.55
0,82,18.10,307.75,199689.49
0,83,18.08,275.85,199704.95
0,84,18.06,242.66,199733.65
0,85,18.04,216.89,199763.54
0,86,18.03,187.41,199786.76
0,87,18.01,171.64,199813.30
0,88,18.00,148.16,199827.51
0,89,17.99,130.38,199848.65
0,90,17.98,121.79,199864.66
0,91,17.97,113.44,199872.41
0,92,17.97,105.41,199879.93
0,93,17.96,94.45,199887.17
0,94,17.95,82.92,199897.04
0,95,17.95,75.91,199907.42
0,96,17.94,70.44,199913.74
0,97,17.93,65.23,199918.66
0,98,17.93,57.16,199923.36
0,99,17.93,50.42,199930.63
0,100,17.92,45.38,199936.70
0,101,17.92,41.33,199941.24
0,102,17.92,36.39,199944.89
0,103,17.91,31.93,199949.33
0,104,17.91,29.13,199953.35
0,105,17.91,25.50,199955.87
0,106,17.91,22.42,199959.14
0,107,17.91,20.54,199961.92
0,108,17.90,18.12,199963.61
0,109,17.90,16.23,199965.79
0,110,17.90,14.57,199967.49
0,111,17.90,12.81,199968.98
0,112,17.90,11.50,199970.57
0,113,17.90,10.16,199971.75
0,114,17.90,9.52,199972.96
0,115,17.90,8.75,199973.53
0,116,17.90,8.01,199974.22
0,117,17.90,7.31,199974.89
0,118,17.90,6.68,199975.53
0,119,17.90,5.98,199976.09
0,120,17.89,5.37,199976.72
1,0,150000.00,0.00,0.00
1,1,150000.00,0.00,0.00
1,2,150000.00,0.00,0.00
1,3,150000.00,0.47,0.00
1,4,149999.15,1.59,0.05
1,5,149997.10,4.01,0.21
1,6,149992.58,6.73,0.61
1,7,149987.28,14.63,1.28
1,8,149972.39,31.34,2.74
1,9,149940.86,51.95,5.88
1,10,149900.62,99.62,11.07
1,11,149809.68,197.72,21.03
1,12,149623.35,328.98,40.80
1,13,149367.67,554.52,73.70
1,14,148930.00,1047.96,129.15
1,15,147991.93,1807.96,233.78
1,16,146532.02,2981.28,414.49
1,17,144271.60,5295.31,712.96
1,18,139936.04,9711.25,1240.17
1,19,131907.86,16950.16,2198.29
1,20,119144.25,26759.71,3866.08
1,21,102297.00,40142.76,6552.10
1,22,80939.74,57072.96,10637.87
1,23,56813.67,78782.47,16493.55
1,24,32489.47,92318.46,24036.93
1,25,16620.78,97577.75,33526.96
1,26,8093.81,99544.19,43951.19
1,27,3756.99,94033.35,53340.49
1,28,1858.80,89158.14,62274.35
1,29,953.99,80154.93,69661.65
1,30,543.37,72868.17,77280.14
1,31,330.68,64983.46,84178.79
1,32,216.81,59781.43,90984.71
1,33,146.72,52024.76,96331.60
1,34,107.08,47189.72,102557.55
1,35,80.21,43825.24,107380.79
1,36,60.94,38051.62,110813.10
1,37,48.92,33815.84,115445.12
1,38,40.28,31102.58,119375.92
1,39,33.49,28175.33,122064.01
1,40,28.40,24824.31,124654.82
1,41,24.72,22430.76,127556.03
1,42,21.76,20198.04,129789.14
1,43,19.42,18554.13,131801.08
1,44,17.45,16818.78,133323.51
1,45,15.87,14215.02,134861.77
1,46,14.76,12782.14,137112.66
1,47,13.76,11067.53,138474.37
1,48,12.99,9591.54,139995.83
1,49,12.35,8650.38,141331.53
1,50,11.78,7920.78,142202.00
1,51,11.28,7092.82,142865.91
1,52,10.85,6628.99,143603.91
1,53,10.45,6058.10,144032.75
1,54,10.11,5421.39,144540.94
1,55,9.82,4862.49,145109.74
1,56,9.56,4264.98,145613.42
1,57,9.35,3771.20,146149.08
1,58,9.17,3265.42,146594.97
1,59,9.02,3009.30,147049.39
1,60,8.87,2653.14,147283.84
1,61,8.75,2388.63,147602.44
1,62,8.63,2198.60,147841.48
1,63,8.53,1975.78,148013.27
1,64,8.44,1741.23,148213.24
1,65,8.36,1535.01,148424.06
1,66,8.30,1354.87,148609.82
1,67,8.24,1197.06,148772.10
1,68,8.19,1058.71,148914.25
1,69,8.14,937.25,149038.85
1,70,8.10,813.45,149148.24
1,71,8.07,770.48,149259.64
1,72,8.03,679.42,149298.68
1,73,8.01,616.06,149380.43
1,74,7.98,532.28,149437.56
1,75,7.96,482.98,149512.89
1,76,7.94,446.33,149557.37
1,77,7.92,413.46,149590.40
1,78,7.90,373.75,149620.00
1,79,7.88,336.38,149655.73
1,80,7.87,309.94,149689.37
1,81,7.86,284.35,149713.20
1,82,7.84,250.78,149736.24
1,83,7.83,216.70,149766.44
1,84,7.82,204.41,149797.13
1,85,7.82,183.82,149808.22
1,86,7.81,161.96,149826.75
1,87,7.80,148.72,149846.43
1,88,7.80,131.59,149858.35
1,89,7.79,118.81,149873.77
1,90,7.78,107.30,149885.28
1,91,7.78,92.71,149895.65
1,92,7.78,81.70,149908.78
1,93,7.77,70.59,149918.69
1,94,7.77,66.99,149928.69
1,95,7.77,59.01,149931.94
1,96,7.77,53.41,149939.13
1,97,7.76,49.55,149944.17
1,98,7.76,45.95,149947.64
1,99,7.76,42.21,149950.88
1,100,7.76,38.07,149954.25
1,101,7.76,32.89,149957.98
1,102,7.75,29.11,149962.64
1,103,7.75,25.80,149966.05
1,104,7.75,23.26,149969.02
1,105,7.75,21.56,149971.32
1,106,7.75,19.47,149972.85
1,107,7.75,16.82,149974.72
1,108,7.75,15.29,149977.11
1,109,7.75,13.83,149978.49
1,110,7.75,12.70,149979.81
1,111,7.75,11.69,149980.82
1,112,7.75,10.51,149981.73
1,113,7.75,9.70,149982.79
1,114,7.75,8.55,149983.52
1,115,7.75,7.54,149984.56
1,116,7.75,6.79,149985.47
1,117,7.74,5.98,149986.15
1,118,7.74,5.52,149986.87
1,119,7.74,5.18,149987.29
1,120,7.74,4.77,149987.60
2,0,130000.00,0.00,0.00
2,1,130000.00,0.17,0.00
2,2,129999.69,0.29,0.02
2,3,129999.46,0.49,0.05
2,4,129999.07,1.62,0.10
2,5,129996.99,2.76,0.26
2,6,129994.78,6.59,0.53
2,7,129987.61,10.98,1.19
2,8,129979.05,23.52,2.29
2,9,129955.38,51.02,4.64
2,10,129903.54,101.62,9.74
2,11,129807.42,193.07,19.90
2,12,129632.86,308.26,39.20
2,13,129406.54,610.94,70.04
2,14,128833.29,994.24,131.04
2,15,128085.85,1677.00,230.54
2,16,126770.45,2718.04,398.26
2,17,124758.72,4579.53,670.65
2,18,121234.51,8086.64,1128.53
2,19,114804.29,13265.20,1930.51
2,20,105432.58,20457.97,3257.03
2,21,92767.40,34149.61,5337.83
2,22,72022.97,47398.53,8603.56
2,23,51802.04,66235.86,13549.25
2,24,30317.12,78158.29,19929.52
2,25,15930.84,86256.62,28090.01
2,26,7458.67,87734.07,36637.47
2,27,3384.08,82411.57,44780.44
2,28,1660.49,72132.34,52787.67
2,29,948.36,65981.41,61621.79
2,30,569.63,58928.88,68988.59
2,31,367.34,54904.64,75763.19
2,32,241.30,47416.65,80611.76
2,33,173.20,45036.38,86504.80
2,34,123.57,39589.79,89823.88
2,35,93.80,35207.56,94117.89
2,36,73.80,31357.95,98076.79
2,37,59.79,28942.33,101596.67
2,38,48.91,25420.49,104011.82
2,39,41.43,22058.67,106980.79
2,40,36.06,21366.28,109964.11
2,41,30.99,18954.48,110934.69
2,42,27.39,17075.97,112899.48
2,43,24.51,15373.28,114604.57
2,44,22.19,13837.02,116139.79
2,45,20.31,12705.30,117524.39
2,46,18.68,10986.99,118566.91
2,47,17.48,10398.79,120060.35
2,48,16.30,9296.41,120657.86
2,49,15.37,8202.20,121615.04
2,50,14.61,7379.00,122593.11
2,51,13.95,6631.66,123343.61
2,52,13.38,6102.24,124017.06
2,53,12.87,5613.30,124500.22
2,54,12.41,4946.56,124940.08
2,55,12.04,4468.33,125532.22
2,56,11.71,4018.27,125966.86
2,57,11.42,3621.32,126371.76
2,58,11.16,3394.32,126729.51
2,59,10.92,3107.66,126937.13
2,60,10.71,2795.91,127193.39
2,61,10.52,2564.28,127472.98
2,62,10.35,2299.86,127682.48
2,63,10.21,2108.72,127919.66
2,64,10.07,1929.08,128092.51
2,65,9.95,1727.92,128254.18
2,66,9.84,1547.99,128434.82
2,67,9.75,1412.60,128596.88
2,68,9.66,1267.36,128719.10
2,69,9.59,1134.18,128849.68
2,70,9.52,994.57,128969.60
2,71,9.47,877.45,129095.18
2,72,9.42,804.84,129200.72
2,73,9.37,735.53,129266.31
2,74,9.33,671.68,129328.71
2,75,9.29,601.61,129386.21
2,76,9.25,559.70,129449.25
2,77,9.22,482.53,129487.09
2,78,9.19,424.45,129556.43
2,79,9.17,381.34,129608.78
2,80,9.15,336.36,129647.62
2,81,9.13,296.05,129688.11
2,82,9.11,255.61,129724.41
2,83,9.10,239.01,129760.82
2,84,9.09,215.07,129775.80
2,85,9.07,197.94,129797.35
2,86,9.06,181.80,129812.79
2,87,9.05,163.31,129827.32
2,88,9.04,152.37,129843.97
2,89,9.03,139.05,129853.83
2,90,9.03,126.77,129865.82
2,91,9.02,115.94,129876.89
2,92,9.01,105.52,129886.64
2,93,9.01,94.97,129896.02
2,94,9.00,86.78,129905.52
2,95,9.00,80.37,129912.90
2,96,8.99,69.44,129918.67
2,97,8.99,59.64,129928.51
2,98,8.99,52.71,129937.33
2,99,8.98,46.37,129943.58
2,100,8.98,41.58,129949.28
2,101,8.98,38.11,129953.59
2,102,8.98,34.14,129956.72
2,103,8.97,30.67,129960.30
2,104,8.97,28.13,129963.42
2,105,8.97,25.25,129965.71
2,106,8.97,22.66,129968.31
2,107,8.97,21.10,129970.63
2,108,8.97,18.86,129972.04
2,109,8.97,17.25,129974.06
2,110,8.97,15.82,129975.51
2,111,8.96,14.45,129976.80
2,112,8.96,13.20,129978.04
2,113,8.96,11.37,129979.16
2,114,8.96,10.20,129980.80
2,115,8.96,9.30,129981.86
2,116,8.96,8.37,129982.67
2,117,8.96,7.61,129983.51
2,118,8.96,6.71,129984.19
2,119,8.96,6.13,129985.00
2,120,8.96,5.36,129985.52
3,0,100000.00,0.00,0.00
3,1,100000.00,0.17,0.00
3,2,99999.69,0.29,0.02
3,3,99999.46,0.49,0.05
3,4,99999.07,1.62,0.10
3,5,99996.99,2.70,0.26
3,6,99994.88,6.64,0.53
3,7,99987.53,14.48,1.19
3,8,99972.75,24.12,2.64
3,9,99953.95,39.60,5.05
3,10,99923.68,68.12,9.01
3,11,99868.42,116.90,15.82
3,12,99773.89,207.90,27.51
3,13,99598.68,401.13,48.30
3,14,99231.33,799.74,88.37
3,15,98478.83,1480.94,168.14
3,16,97187.79,2811.12,315.83
3,17,94704.06,4707.16,595.07
3,18,91132.03,8245.32,1065.72
3,19,84745.24,13423.26,1881.91
3,20,75606.66,22859.70,3222.62
3,21,60753.78,36045.28,5417.09
3,22,42297.31,50045.12,8826.02
3,23,25070.19,61635.48,13670.80
3,24,12660.82,71043.77,19759.96
3,25,5282.04,73186.19,25964.77
3,26,2096.52,67337.30,31870.57
3,27,954.68,61995.33,38107.23
3,28,476.16,56078.03,43843.24
3,29,261.50,49812.48,49255.29
3,30,158.36,43968.07,54602.77
3,31,103.98,39073.75,59759.00
3,32,72.24,35848.55,64350.60
3,33,51.38,32012.89,67751.58
3,34,38.30,30672.67,71083.77
3,35,28.39,27301.13,72843.69
3,36,22.15,24190.32,75443.13
3,37,17.93,22962.43,78131.24
3,38,14.47,20674.29,79543.28
3,39,12.05,18955.03,81421.78
3,40,10.18,16655.36,82994.55
3,41,8.86,15189.85,84948.83
3,42,7.77,13447.19,86340.43
3,43,6.95,12192.98,87864.93
3,44,6.27,10919.15,89026.49
3,45,5.72,9938.31,90161.76
3,46,5.26,9517.42,91059.26
3,47,4.83,8746.75,91478.65
3,48,4.48,7926.50,92141.18
3,49,4.20,7503.79,92866.81
3,50,3.93,6785.24,93267.62
3,51,3.71,6159.01,93892.83
3,52,3.53,5207.80,94456.26
3,53,3.39,4514.69,95293.81
3,54,3.28,4203.60,95925.73
3,55,3.16,3902.08,96218.50
3,56,3.06,3465.14,96489.31
3,57,2.98,3280.16,96876.99
3,58,2.89,2970.83,97049.60
3,59,2.82,2619.73,97323.98
3,60,2.77,2369.61,97638.15
3,61,2.71,2190.32,97864.81
3,62,2.66,2065.51,98027.14
3,63,2.62,1859.65,98140.15
3,64,2.58,1674.25,98323.74
3,65,2.54,1513.24,98490.60
3,66,2.51,1338.49,98635.63
3,67,2.49,1184.92,98792.56
3,68,2.46,1112.46,98930.87
3,69,2.44,1004.02,98996.78
3,70,2.42,942.44,99093.97
3,71,2.40,831.94,99149.72
3,72,2.39,748.89,99248.73
3,73,2.37,659.28,99323.62
3,74,2.36,605.91,99404.19
3,75,2.35,534.36,99452.39
3,76,2.34,483.29,99516.67
3,77,2.33,435.67,99562.71
3,78,2.32,384.74,99605.57
3,79,2.31,340.21,99651.39
3,80,2.31,300.09,99691.47
3,81,2.30,271.86,99727.59
3,82,2.30,245.34,99753.02
3,83,2.29,222.03,99776.90
3,84,2.29,196.14,99797.88
3,85,2.29,173.84,99821.18
3,86,2.28,164.11,99841.25
3,87,2.28,142.10,99850.03
3,88,2.28,131.11,99869.82
3,89,2.27,118.69,99879.73
3,90,2.27,100.41,99890.91
3,91,2.27,88.57,99907.35
3,92,2.27,76.98,99918.01
3,93,2.27,72.65,99928.45
3,94,2.27,62.73,99932.35
3,95,2.27,54.20,99941.27
3,96,2.26,49.26,99948.95
3,97,2.26,43.89,99953.40
3,98,2.26,40.68,99958.24
3,99,2.26,37.85,99961.13
3,100,2.26,34.15,99963.67
3,101,2.26,30.94,99967.01
3,102,2.26,29.31,99969.90
3,103,2.26,27.64,99971.36
3,104,2.26,23.94,99972.86
3,105,2.26,21.72,99976.20
3,106,2.26,20.07,99978.20
3,107,2.26,17.69,99979.68
3,108,2.26,16.28,99981.82
3,109,2.26,14.39,99983.09
3,110,2.26,12.43,99984.79
3,111,2.26,11.03,99986.55
3,112,2.26,9.77,99987.82
3,113,2.26,9.25,99988.95
3,114,2.26,8.17,99989.42
3,115,2.26,7.21,99990.39
3,116,2.26,6.36,99991.26
3,117,2.26,5.67,99992.02
3,118,2.26,5.00,99992.64
3,119,2.26,4.23,99993.24
3,120,2.26,3.87,99993.94
